com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_youtube,Youtube视频精选,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,4392,1
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_yoga,每日瑜伽视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,1186,1
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_g_taiji,太极拳24式视频,挖趣智慧网络科技（北京）有限公司,16122,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_yunfuyoga,孕妇瑜伽保健视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,4335,1
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.guitar,吉他教学视频,北京挖趣智慧科技有限公司,1184,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_zhenggym,郑多燕健身操视频,北京挖趣智慧科技有限公司,21265,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_qinqiang,秦腔视频,天铭鸿状（北京）网络科技有限公司-北京挖趣智慧科技有限公司,11863,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_yuju,豫剧视频,天铭鸿状（北京）网络科技有限公司-北京挖趣智慧科技有限公司,2484,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_taichi,太极拳视频,天铭鸿状（北京）网络科技有限公司-北京挖趣智慧科技有限公司,1567,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_huangmeixi,黄梅戏视频,北京京汇博通科技有限公司-北京挖趣智慧科技有限公司,1782,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.squaredance,广场舞视频,北京挖趣智慧科技有限公司,2303,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.tianming.android.vertical_5shange,云南山歌对唱视频,天铭鸿状（北京）网络科技有限公司-天铭鸿状,1394,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.tianming.android.vertical_5huaguxi,花鼓戏视频,天铭鸿状（北京）网络科技有限公司,2116,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.general_child,小蛙,北京时势科技有限公司-天铭鸿状（北京）网络科技有限公司,2220,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.tianming.android.vertical_5kouqin,口琴入门教学,天铭鸿状（北京）网络科技有限公司,1104,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.general_aged,老伴,湖北聚享欢乐网络科技有限公司-天铭鸿状（北京）网络科技有限公司,10962,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.tianming.android.vertical_5baduanjin,八段锦教学视频,天铭鸿状（北京）网络科技有限公司,17182,1
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.tianming.android.vertical_5chaoju,潮剧全剧大全,天铭鸿状（北京）网络科技有限公司,2413,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.kaixin.android.vertical_3_dabeizhouyinyue,大悲咒佛教音乐,北京京汇博通科技有限公司,2331,1
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.kaixin.android.vertical_3_gcwspdq,广场舞视频大全,北京京汇博通科技有限公司-孙炜亮,1774,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.kaixin.android.vertical_3_CADzhitu,CAD制图教程,北京京汇博通科技有限公司,2498,1
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.kaixin.android.vertical_3_gcjsc,广场健身操,北京京汇博通科技有限公司-孙炜亮,3927,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.kaixin.android.vertical_3_sakesi,萨克斯教学视频,北京京汇博通科技有限公司,1434,1
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.tongxing.android.vertical_tong_etshougong,儿童手工制作教学,童行未来网络科技（北京）有限公司,1470,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.time.android.vertical_new_psjiaocheng,PS自学教程,北京时势科技有限公司,1257,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.time.android.vertical_new_dizirm,笛子入门教学,北京时势科技有限公司,1003,1
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.zhiyuan.android.vertical_s_guizhoushange,贵州山歌视频,智源慧杰技术（北京）有限公司,2122,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.zhiyuan.android.vertical_s_psxiutu,ps修图技巧,智源慧杰技术（北京）有限公司,1867,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_youtube,Youtube视频精选,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,4392,1
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_yoga,每日瑜伽视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,1186,1
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_g_taiji,太极拳24式视频,挖趣智慧网络科技（北京）有限公司,16122,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_yunfuyoga,孕妇瑜伽保健视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,4335,1
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.guitar,吉他教学视频,北京挖趣智慧科技有限公司,1184,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_zhenggym,郑多燕健身操视频,北京挖趣智慧科技有限公司,21265,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_qinqiang,秦腔视频,天铭鸿状（北京）网络科技有限公司-北京挖趣智慧科技有限公司,11863,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_yuju,豫剧视频,天铭鸿状（北京）网络科技有限公司-北京挖趣智慧科技有限公司,2484,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_taichi,太极拳视频,天铭鸿状（北京）网络科技有限公司-北京挖趣智慧科技有限公司,1567,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.vertical_huangmeixi,黄梅戏视频,北京京汇博通科技有限公司-北京挖趣智慧科技有限公司,1782,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.waqu.android.squaredance,广场舞视频,北京挖趣智慧科技有限公司,2303,0
com.waqu.android.vertical_food,家常菜菜谱视频,北京挖趣智慧科技有限公司-挖趣智慧网络科技（北京）有限公司,955,com.tianming.android.vertical_5shange,云南山歌对唱视频,天铭鸿状（北京）网络科技有限公司-天铭鸿状,1394,0
